amount_paid,case_no,citation,citation_no,citation_status,contract_id,current_penalty,date_issues,date_terminated,final_order_date,proposed_penalty,s_and_s,section_of_act,standard,standard_url,violator
108.00 ,000291395,C,8657165  ,Closed,  ,108.00 ,5/1/2012,5/1/2012,7/25/2012 ,108.00,Y,104(a),56.9300(b),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-9300.pdf,Sunshine Reclamation Inc.
100.00 ,000291395,C,8657164  ,Closed,  ,100.00 ,5/1/2012,5/2/2012,7/25/2012 ,100.00,N,104(a),56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2012-title30-vol1/pdf/CFR-2012-title30-vol1-sec56-14107.pdf,Sunshine Reclamation Inc.
585.00 ,000242289,C,8580031  ,Closed,J392 ,585.00 ,10/27/2010,10/27/2010,1/30/2011 ,585.00,Y,104(a),56.14100(d),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-14100.pdf,Dirt Con
585.00 ,000242289,C,8580030  ,Closed,J392 ,585.00 ,10/27/2010,10/27/2010,1/30/2011 ,585.00,Y,104(a),56.14100(c),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-14100.pdf,Dirt Con
585.00 ,000252992,C,8580023  ,Closed,J392 ,585.00 ,10/26/2010,10/26/2010,5/28/2011 ,585.00,Y,104(a),56.14130(g),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-14130.pdf,Dirt Con
362.00 ,000240535,C,8580029  ,Closed,  ,362.00 ,10/26/2010,10/26/2010,1/13/2011 ,362.00,N,104(a),56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-14132.pdf,Sunshine Reclamation Inc.
176.00 ,000239419,C,8580024  ,Closed,J392 ,176.00 ,10/26/2010,10/27/2010,1/2/2011 ,176.00,Y,104(a),56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-14100.pdf,Dirt Con
585.00 ,000239419,C,8580028  ,Closed,J392 ,585.00 ,10/26/2010,10/26/2010,1/2/2011 ,585.00,Y,104(a),56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-14132.pdf,Dirt Con
176.00 ,000239419,C,8580027  ,Closed,J392 ,176.00 ,10/26/2010,10/27/2010,1/2/2011 ,176.00,Y,104(a),56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-14100.pdf,Dirt Con
100.00 ,000239419,C,8580025  ,Closed,J392 ,100.00 ,10/26/2010,10/27/2010,1/2/2011 ,100.00,N,104(a),56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-14100.pdf,Dirt Con
"1,944.00 ",000252992,C,8580026  ,Closed,J392 ,"1,944.00 ",10/26/2010,10/26/2010,5/28/2011 ,"1,944.00",Y,104(a),56.14207,http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-14207.pdf,Dirt Con
150.00 ,000221815,C,8570069  ,Closed,  ,150.00 ,4/19/2010,5/4/2010,7/23/2010 ,150.00,N,104(a),56.9300(b),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-9300.pdf,Sunshine Reclamation Inc.
285.00 ,000221815,C,8570063  ,Closed,  ,285.00 ,4/15/2010,4/19/2010,7/23/2010 ,285.00,N,104(a),56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-14100.pdf,Sunshine Reclamation Inc.
285.00 ,000221815,C,8570071  ,Closed,  ,285.00 ,4/15/2010,4/20/2010,7/23/2010 ,285.00,N,104(a),56.14100(a),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-14100.pdf,Sunshine Reclamation Inc.
100.00 ,000221815,C,8570070  ,Closed,  ,100.00 ,4/15/2010,4/19/2010,7/23/2010 ,100.00,N,104(a),56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-14132.pdf,Sunshine Reclamation Inc.
100.00 ,000221815,C,8570068  ,Closed,  ,100.00 ,4/15/2010,4/15/2010,7/23/2010 ,100.00,N,104(a),50.30(a),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec50-30.pdf,Sunshine Reclamation Inc.
100.00 ,000221815,C,8570064  ,Closed,  ,100.00 ,4/15/2010,4/19/2010,7/23/2010 ,100.00,N,104(a),56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-14100.pdf,Sunshine Reclamation Inc.
285.00 ,000221815,C,8570065  ,Closed,  ,285.00 ,4/15/2010,5/4/2010,7/23/2010 ,285.00,N,104(a),56.14101(a)(3),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-14101.pdf,Sunshine Reclamation Inc.
100.00 ,000221815,C,8570067  ,Closed,  ,100.00 ,4/15/2010,4/15/2010,7/23/2010 ,100.00,N,104(a),,http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec-.pdf,Sunshine Reclamation Inc.
285.00 ,000221815,C,8570062  ,Closed,  ,285.00 ,4/15/2010,4/19/2010,7/23/2010 ,285.00,N,104(a),56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-14100.pdf,Sunshine Reclamation Inc.
"1,412.00 ",000221815,C,8570066  ,Closed,  ,"1,412.00 ",4/15/2010,4/15/2010,7/23/2010 ,"1,412.00",Y,104(a),56.12034,http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-12034.pdf,Sunshine Reclamation Inc.
error, ,N/A,8570054  ,error,J392 ,error,4/14/2010,O,107(a),error, ,4/14/2010,url missing,url missing,Dirt Con
100.00 ,000220499,C,8570060  ,Closed,J392 ,100.00 ,4/14/2010,4/15/2010,6/25/2010 ,100.00,N,104(a),56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-14107.pdf,Dirt Con
100.00 ,000220499,C,8570058  ,Closed,J392 ,100.00 ,4/14/2010,4/15/2010,6/25/2010 ,100.00,N,104(a),56.14100(d),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-14100.pdf,Dirt Con
100.00 ,000220499,C,8570061  ,Closed,J392 ,100.00 ,4/14/2010,4/15/2010,6/25/2010 ,100.00,N,104(a),56.14100(a),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-14100.pdf,Dirt Con
